Zipcode,Current Population,EVs on the Road,BEVs per 1k People,PHEVs per 1k People,DCFC Ports,Level 2 Ports,DCFC per 1k People,Level 2 per 1k People,Sum of Travel Time to Work (Less than 10 minutes),Sum of Travel Time to Work (10 to 14 minutes),Sum of Travel Time to Work (15 to 19 minutes),Sum of Travel Time to Work (20 to 24 minutes),Sum of Travel Time to Work (25 to 29 minutes),Sum of Travel Time to Work (30 to 34 minutes),Sum of Travel Time to Work (35 to 44 minutes),Sum of Travel Time to Work (45 to 59 minutes),Sum of Travel Time to Work (60 or more minutes),Sum of Median Household Income in Past 12 Months,ChargePoint Network (hours),EV Connect (hours),GE WattStation(hours),ChargePoint Network (kWh),EV Connect (kWh),GE WattStation (kWh),ChargePoint Network (count),EV Connect (count),GE WattStation (count),Total Sum of Charging Time (hours),Total Sum of Energy (kWh),Total Sum of Active Station Count
12069,167,,,,,,916.17,"29,161.68",83,0,40,50,15,0,57,91,123,"($666,385,291.00)",,,,,,,,,,,,
12070,"1,632",6,1.84,1.84,,,93.75,"2,984.07",1192,912,1031,657,279,379,467,271,244,"$461,070.00 ",,,,,,,,,,,,
12072,"2,722",10,1.84,1.84,3,2,"2,800.51","19,225.94",1398,875,1183,881,368,650,509,1005,592,"$356,206.00 ",,,,,,,,,,,,
12086,"1,565",10,3.19,3.19,,,97.76,"3,111.82",728,437,534,602,346,659,734,486,210,"$402,909.00 ",,,,,,,,,,,,
12166,"1,353",4,1.48,1.48,,,113.08,"3,599.41",235,224,434,570,295,614,196,559,553,"$340,243.00 ",,,,,,,,,,,,
12177,467,2,2.14,2.14,,,327.62,"10,428.27",361,255,350,408,0,0,202,330,0,"$481,411.00 ",,,,,,,,,,,,
13317,"3,983",6,0.75,0.75,,,38.41,"1,222.70",2375,1256,908,1216,1042,1856,789,1029,975,"$350,506.00 ",,,,,,,,,,,,
13339,"6,299",14,1.11,1.11,,2,"1,554.53","9,399.43",3214,2580,1838,2218,1136,1797,1524,1887,1531,"$297,522.00 ",,,,,,,,,,,,
13410,286,2,3.5,3.5,,,534.97,"17,027.97",96,65,82,24,45,100,99,81,152,"$303,498.00 ",,,,,,,,,,,,
13428,"1,730",2,0.58,0.58,,,88.44,"2,815.03",1139,545,352,484,227,522,257,307,305,"$326,477.00 ",,,,,,,,,,,,
13452,"4,556",2,0.22,0.22,,,33.58,"1,068.92",2555,965,1249,1566,1085,2001,997,977,1375,"$282,090.00 ",,,,,,,,,,,,
Nassau County,"1,375,941","11,998",4.36,4.36,38,98,8.45,46.29,400586,497414,508987,535363,216029,591376,316161,397350,954708,"($13,949,660,948.00)",4866,376,,271316.959,7334.831,,724,92,,5242,278651.79,816
11001,"28,010",144,2.57,2.57,,,5.46,173.87,6759,7403,9408,10998,4872,14227,7675,10325,20491,"$710,657.00 ",,,,,,,,,,,,
11003,"45,439",66,0.73,0.73,,,3.37,107.18,5685,11292,15779,20104,6696,25708,12495,15593,40805,"$617,438.00 ",,,,,,,,,,,,
11010,"24,826",98,1.97,1.97,,,6.16,196.17,5327,9040,10921,10518,3649,12778,7233,6722,13753,"$657,586.00 ",,,,,,,,,,,,
11020,"5,897",164,13.91,13.91,,,25.95,825.84,1679,2876,2613,1448,400,2508,1225,1820,4341,"$883,160.00 ",,,,,,,,,,,,
11021,"17,958",266,7.41,7.41,,2,75.68,934.24,4586,6394,4800,4234,3528,6532,4179,6813,13209,"$653,406.00 ",,,,,,,,,,,,
11022,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
11023,"9,885",156,7.89,7.89,,,15.48,492.67,4338,2446,1941,1918,847,2555,1597,2628,6772,"$739,737.00 ",,,,,,,,,,,,
11024,"7,810",184,11.78,11.78,,,19.59,623.56,2341,1910,1244,1562,692,1706,1989,1980,5863,"$671,901.00 ",,,,,,,,,,,,
11030,"18,194",436,11.98,11.98,,,8.41,267.67,3744,3971,3940,3804,1340,5687,2723,6381,14572,"$1,195,827.00 ",644,,,140294.119,,,201,,,644,140294.119,201
11040,"42,140",412,4.89,4.89,,,3.63,115.57,9456,14629,12816,15156,7312,17638,9445,14122,31009,"$740,437.00 ",,,,,,,,,,,,
11042,535,10,9.35,9.35,,,285.98,"9,102.80",0,0,0,0,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
11043,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11050,"30,652",488,7.96,7.96,,,4.99,158.88,9673,9992,6368,8334,3220,8956,6110,9519,27740,"$756,175.00 ",,,,,,,,,,,,
11096,"8,609",20,1.16,1.16,,2,36.82,975.03,3293,3573,2865,2391,1013,4450,2025,1899,3844,"$360,703.00 ",,,,,,,,,,,,
11501,"19,436",150,3.86,3.86,,,7.87,250.57,8345,10402,9097,8996,3279,7434,4679,5249,13111,"$595,486.00 ",,,,,,,,,,,,
11507,"7,211",92,6.38,6.38,,,21.22,675.36,1336,2247,2746,2598,630,3080,1869,1981,4553,"$718,911.00 ",,,,,,,,,,,,
11509,"2,206",32,7.25,7.25,,,69.36,"2,207.62",666,837,264,259,118,754,562,1031,2431,"$860,287.00 ",,,,,,,,,,,,
11510,"33,416",144,2.15,2.15,,,4.58,145.74,9102,10394,11139,12439,4054,15219,8665,13373,25994,"$683,983.00 ",,,,,,,,,,,,
11514,"4,629",16,1.73,1.73,,,33.05,"1,052.06",2289,2208,2018,2139,883,2777,573,1240,2600,"$610,323.00 ",,,,,,,,,,,,
11516,"7,615",88,5.78,5.78,,,20.09,639.53,2931,2092,2286,1061,920,2075,1860,2595,5147,"$634,566.00 ",,,,,,,,,,,,
11518,"10,249",72,3.51,3.51,,,14.93,475.17,4937,4264,2532,3788,1649,3989,3451,3403,6893,"$654,279.00 ",,,,,,,,,,,,
11520,"43,785",134,1.53,1.53,,5,124.63,"1,022.20",12349,20817,18735,17783,7765,20863,8674,12100,23442,"$489,581.00 ",,224,,,6261.068,,,44,,224,6261.068,44
11530,"28,574",308,5.39,5.39,,24,340.45,"2,065.90",9541,12079,9219,6648,2778,8837,4873,7541,22156,"$964,425.00 ",721,,,23495.092,,,124,,,721,23495.092,124
11542,"27,771",156,2.81,2.81,,2,183.39,"1,429.62",17765,15210,8133,8297,4452,12686,6051,6113,10993,"$488,001.00 ",,,,,,,,,,,,
11545,"12,841",296,11.53,11.53,,2,11.91,379.25,3270,3322,3811,5289,1938,5269,2509,2819,10159,"$990,356.00 ",,,,,,,,,,,,
11547,728,6,4.12,4.12,,,210.16,"6,689.56",327,133,259,290,50,438,183,88,564,"$722,436.00 ",,,,,,,,,,,,
11548,"2,987",40,6.7,6.7,,2,148.64,"3,349.51",2104,1308,1063,627,318,505,341,205,1086,"$736,200.00 ",,,,,,,,,,,,
11549,"2,918",10,1.71,1.71,,,52.43,"1,668.95",2962,2080,461,185,48,291,179,127,294,"($4,666,666,662.00)",,,,,,,,,,,,
11550,"57,845",68,0.59,0.59,1,2,5.48,145.11,10509,20343,26252,24370,9820,34285,15839,13535,29131,"$392,805.00 ",600,,,24748.81,,,100,,,600,24748.81,100
11551,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11552,"25,225",130,2.58,2.58,,,6.07,193.06,5700,7586,8957,10190,4309,10618,5776,6988,16868,"$696,760.00 ",,,,,,,,,,,,
11553,"25,778",50,0.97,0.97,,2,426.95,"2,412.02",6395,9795,11848,15102,4051,13805,4119,5848,12054,"$501,384.00 ",623,,,19649.788,,,101,,,623,19649.788,101
11554,"37,195",222,2.98,2.98,,,4.11,130.93,10496,13537,16532,18871,6482,16557,6867,8635,19689,"$655,399.00 ",,,,,,,,,,,,
11556,14,4,142.86,142.86,,2,"103,571.43","1,245,857.14",5,0,6,0,0,0,0,0,0,"($4,666,666,662.00)",735,,,10834.389,,,61,,,735,10834.389,61
11557,"7,467",84,5.62,5.62,,,20.49,652.2,2725,2719,1754,2157,670,2235,2034,2319,6384,"$812,890.00 ",,,,,,,,,,,,
11558,"8,465",70,4.13,4.13,,,18.07,575.31,3951,2990,4130,2596,1191,2613,2369,2591,6185,"$554,472.00 ",,,,,,,,,,,,
11559,"8,432",112,6.64,6.64,,,18.15,577.56,2963,2254,1595,1742,823,2115,1433,2862,6965,"$793,805.00 ",,,,,,,,,,,,
11560,"6,264",120,9.58,9.58,,,24.43,777.46,2846,2662,1550,1514,945,2126,1724,1282,4006,"$721,209.00 ",,,,,,,,,,,,
11561,"37,854",208,2.75,2.75,,,4.04,128.65,13753,11136,9979,11624,6173,16955,13264,15481,37412,"$618,624.00 ",,,,,,,,,,,,
11563,"22,286",98,2.2,2.2,,,6.87,218.52,6183,7457,6611,7276,3398,10585,5822,8109,18475,"$615,660.00 ",,,,,,,,,,,,
11565,"8,750",52,2.97,2.97,,,17.49,556.57,2285,3382,2282,4050,1832,3153,2550,3390,6888,"$790,505.00 ",,,,,,,,,,,,
11566,"34,288",262,3.82,3.82,,,4.46,142.03,8994,11402,13376,17617,6710,13311,6373,8688,28432,"$907,858.00 ",,,,,,,,,,,,
11568,"4,704",222,23.6,23.6,,,32.53,"1,035.29",1568,2103,1751,869,288,1462,836,1238,2170,"$1,313,970.00 ",,,,,,,,,,,,
11569,"1,179",32,13.57,13.57,,6,"4,613.23","37,509.75",901,100,230,1062,76,499,318,157,982,"$788,045.00 ",,,,,,,,,,,,
11570,"27,607",214,3.88,3.88,,,5.54,176.4,8995,9588,8424,6983,3668,8810,6627,9008,24521,"$754,796.00 ",767,,,34504.489,,,69,,,767,34504.489,69
11571,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
11572,"29,374",208,3.54,3.54,,,5.21,165.79,10847,9880,9477,8355,4010,12796,8848,9924,21469,"$695,701.00 ",,,,,,,,,,,,
11575,"16,122",14,0.43,0.43,,,9.49,302.07,3001,5593,6368,9010,1856,11417,3705,4958,6760,"$485,141.00 ",,,,,,,,,,,,
11576,"12,196",402,16.48,16.48,,,12.55,399.31,2726,3841,4495,4975,1298,3986,2999,3168,8981,"$1,081,922.00 ",,,,,,,,,,,,
11577,"12,977",236,9.09,9.09,,,11.79,375.28,2657,3456,5201,4726,2300,4900,2335,3549,9357,"$831,857.00 ",,,,,,,,,,,,
11579,"5,238",100,9.55,9.55,,,29.21,929.74,2776,1829,1986,1470,840,1986,1355,1117,3980,"$743,679.00 ",,,,,,,,,,,,
11580,"44,122",146,1.65,1.65,,2,7.18,190.25,8425,11068,12226,16130,7340,18174,11464,16490,38494,"$649,700.00 ",,,,,,,,,,,,
11581,"21,440",158,3.68,3.68,16,,338.06,"2,180.32",5137,6266,5177,6099,1869,9560,4474,9682,18745,"$696,037.00 ",,,,,,,,,,,,
11582,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11590,"47,778",314,3.29,3.29,1,14,243.38,"1,333.02",14967,23496,24933,22088,6996,20748,8680,10201,23838,"$630,541.00 ",,,,,,,,,,,,
11596,"10,652",88,4.13,4.13,,,14.36,457.19,3553,4556,4610,4909,1430,3824,2534,2987,6618,"$785,726.00 ",,,,,,,,,,,,
11598,"13,575",192,7.07,7.07,10,,598.6,"3,907.99",3855,4556,2041,2609,562,4128,3132,5457,12008,"$925,252.00 ",,,,,,,,,,,,
11709,"6,752",76,5.63,5.63,,,22.66,721.27,3007,1824,1449,1723,944,3431,2784,2608,4041,"$674,621.00 ",,,,,,,,,,,,
11710,"34,058",264,3.88,3.88,1,,323.15,"1,825.62",9343,11053,16524,15383,6053,14946,7753,8593,22859,"$762,960.00 ",,,,,,,,,,,,
11714,"22,450",160,3.56,3.56,,,6.82,216.93,8853,7645,9917,9918,4444,9192,4503,5909,13116,"$639,440.00 ",,,,,,,,,,,,
